x1,y1,x2,y2
72.96,132.69333333333333,64.85333333333334,116.90666666666667
109.65333333333334,91.73333333333333,97.70666666666666,73.81333333333333
59.733333333333334,158.72,53.76,141.65333333333334
90.88,112.64,80.64,94.72
217.6,200.96,209.92,177.92
101.97333333333333,108.8,89.6,90.88
231.68,138.66666666666666,227.84,122.88
89.6,136.96,79.78666666666666,119.89333333333333
202.66666666666666,121.6,188.58666666666667,97.70666666666666
85.76,126.72,75.94666666666667,109.65333333333334
218.88,158.72,211.62666666666667,138.66666666666666
107.94666666666667,184.74666666666667,96.85333333333334,162.98666666666668
148.90666666666667,83.62666666666667,135.68,64.0
69.97333333333333,143.78666666666666,61.86666666666667,129.70666666666668
212.90666666666667,179.62666666666667,202.66666666666666,160.0
64.85333333333334,94.72,58.88,87.89333333333333
188.16,98.98666666666666,176.21333333333334,75.52
66.98666666666666,168.96,60.16,151.46666666666667
195.84,203.52,188.58666666666667,181.33333333333334
